# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.tasksExecuted,1787738451934000000,1787738511971000000,1839
NonBlockingReadAction.failedExecutionsCount,1787738451934000000,1787738511971000000,0
AWTEventQueue.dispatchTime90PNs,1787738451934000000,1787738511971000000,3702783
FlushQueue.waitingTime90PNs,1787738451934000000,1787738511971000000,2214592511
FlushQueue.executionTime90PNs,1787738451934000000,1787738511971000000,6291455
FlushQueue.executionTimeAvgNs,1787738451934000000,1787738511971000000,6006088.765089722
NonBlockingReadAction.failedExecutionTimeUs,1787738451934000000,1787738511971000000,0
NonBlockingReadAction.finalizedExecutionsCount,1787738451934000000,1787738511971000000,64
FlushQueue.waitingTimeMaxNs,1787738451934000000,1787738511971000000,4395630591
NonBlockingReadAction.finalizedExecutionTimeUs,1787738451934000000,1787738511971000000,2791179
AWTEventQueue.dispatchTimeMaxNs,1787738451934000000,1787738511971000000,1409286143
AWTEventQueue.eventsDispatched,1787738451934000000,1787738511971000000,8869
FlushQueue.queueSizeMax,1787738451934000000,1787738511971000000,162
FlushQueue.executionTimeMaxNs,1787738451934000000,1787738511971000000,1069547519
AWTEventQueue.dispatchTimeTotalNS,1787738451934000000,1787738511971000000,31027440374
FlushQueue.queueSize90P,1787738451934000000,1787738511971000000,95
FlushQueue.queueSizeAvg,1787738451934000000,1787738511971000000,33.74932028276237
FlushQueue.waitingTimeAvgNs,1787738451934000000,1787738511971000000,7.223902656204458E8
AWTEventQueue.dispatchTimeAvgNs,1787738451934000000,1787738511971000000,3498098.371406021
jps.reload.project.entities.ms,1787738451934000000,1787738511971000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1787738451934000000,1787738511971000000,143
jps.apply.loaded.storage.ms,1787738451934000000,1787738511971000000,1578
workspaceModel.moduleManagerBridge.get.modules.ms,1787738451934000000,1787738511971000000,0
jps.global.initialize.library.bridges.ms,1787738451934000000,1787738511971000000,0
workspaceModel.moduleBridge.before.changed.ms,1787738451934000000,1787738511971000000,1
workspaceModel.save.cache.to.file.ms,1787738451934000000,1787738511971000000,832
jps.library.entities.serializer.load.entities.ms,1787738451934000000,1787738511971000000,614
workspaceModel.sync.entities.ms,1787738451934000000,1787738511971000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1787738451934000000,1787738511971000000,1308
jps.artifact.entities.serializer.load.entities.ms,1787738451934000000,1787738511971000000,0
jps.module.iml.entities.serializer.save.entities.ms,1787738451934000000,1787738511971000000,0
jps.save.changed.project.entities.ms,1787738451934000000,1787738511971000000,0
jps.module.iml.entities.serializer.load.entities.ms,1787738451934000000,1787738511971000000,486
jps.global.initialize.library.bridges.after.loading.ms,1787738451934000000,1787738511971000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1787738451934000000,1787738511971000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1787738451934000000,1787738511971000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1787738451934000000,1787738511971000000,1
workspaceModel.mutableEntityStorage.to.snapshot.ms,1787738451934000000,1787738511971000000,1
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1787738451934000000,1787738511971000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1787738451934000000,1787738511971000000,2
jps.load.project.to.empty.storage.ms,1787738451934000000,1787738511971000000,636
workspaceModel.orphan.listener.update.ms,1787738451934000000,1787738511971000000,2
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1787738451934000000,1787738511971000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1787738451934000000,1787738511971000000,2
workspaceModel.moduleManagerBridge.load.module.ms,1787738451934000000,1787738511971000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1787738451934000000,1787738511971000000,2
jps.artifact.entities.serializer.save.entities.ms,1787738451934000000,1787738511971000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1787738451934000000,1787738511971000000,0
jps.project.serializers.load.ms,1787738451934000000,1787738511971000000,431
jps.global.get.library.ms,1787738451934000000,1787738511971000000,0
jps.facet.change.listener.init.bridge.ms,1787738451934000000,1787738511971000000,1
