# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.updates.precise.ms,1787315086847000000,1787315110709000000,0
workspaceModel.to.snapshot.ms,1787315086847000000,1787315110709000000,0
workspaceModel.updates.count,1787315086847000000,1787315110709000000,0
workspaceModel.replace.project.model.ms,1787315086847000000,1787315110709000000,0
workspaceModel.loading.total.ms,1787315086847000000,1787315110709000000,34
workspaceModel.collect.changes.ms,1787315086847000000,1787315110709000000,0
workspaceModel.initializing.ms,1787315086847000000,1787315110709000000,0
workspaceModel.init.bridges.ms,1787315086847000000,1787315110709000000,0
workspaceModel.update.unloaded.entities.ms,1787315086847000000,1787315110709000000,0
workspaceModel.updates.ms,1787315086847000000,1787315110709000000,0
workspaceModel.loading.from.cache.ms,1787315086847000000,1787315110709000000,21
workspaceModel.check.recursive.update.ms,1787315086847000000,1787315110709000000,0
workspaceModel.pre.handlers.ms,1787315086847000000,1787315110709000000,0
FileNameCache.fastMisses,1787315086847000000,1787315110709000000,13
FileNameCache.totalMisses,1787315086847000000,1787315110709000000,12
FileNameCache.queries,1787315086847000000,1787315110709000000,37
FilePageCache.pageLoads,1787315086847000000,1787315110709000000,229
DirectByteBufferAllocator.hits,1787315086847000000,1787315110709000000,3
FilePageCache.pageFastCacheHits,1787315086847000000,1787315110709000000,4562
StorageLockContext.competingThreads.avg,1787315086847000000,1787315110709000000,0.0
FilePageCache.totalPageDisposalsUs,1787315086847000000,1787315110709000000,2012
FilePageCache.totalPageLoadsUs,1787315086847000000,1787315110709000000,330604
FilePageCache.uncachedFileAccess,1787315086847000000,1787315110709000000,120
DirectByteBufferAllocator.misses,1787315086847000000,1787315110709000000,226
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1787315086847000000,1787315110709000000,52445184
FilePageCache.maxRegisteredFiles,1787315086847000000,1787315110709000000,612
FilePageCache.pageHits,1787315086847000000,1787315110709000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1787315086847000000,1787315110709000000,52445184
FilePageCache.capacityInBytes,1787315086847000000,1787315110709000000,524288000
FilePageCache.maxCacheSizeInBytes,1787315086847000000,1787315110709000000,244334592
DirectByteBufferAllocator.reclaimed,1787315086847000000,1787315110709000000,46
StorageLockContext.competingThreads.90P,1787315086847000000,1787315110709000000,0
StorageLockContext.competingThreads.max,1787315086847000000,1787315110709000000,0
FilePageCache.disposedBuffers,1787315086847000000,1787315110709000000,229
DirectByteBufferAllocator.disposed,1787315086847000000,1787315110709000000,183
FilePageCache.pageLoadsAboveSizeThreshold,1787315086847000000,1787315110709000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1787315086847000000,1787315110709000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1787315086847000000,1787315110709000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1787315086847000000,1787315110709000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1787315086847000000,1787315110709000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1787315086847000000,1787315110709000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1787315086847000000,1787315110709000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1787315086847000000,1787315110709000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1787315086847000000,1787315110709000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1787315086847000000,1787315110709000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1787315086847000000,1787315110709000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1787315086847000000,1787315110709000000,0
workspaceModel.load.cache.from.file.ms,1787315086847000000,1787315110709000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1787315086847000000,1787315110709000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1787315086847000000,1787315110709000000,0
workspaceModel.mutableEntityStorage.entities.ms,1787315086847000000,1787315110709000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1787315086847000000,1787315110709000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1787315086847000000,1787315110709000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1787315086847000000,1787315110709000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1787315086847000000,1787315110709000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1787315086847000000,1787315110709000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1787315086847000000,1787315110709000000,3
workspaceModel.mutableEntityStorage.to.snapshot.ms,1787315086847000000,1787315110709000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1787315086847000000,1787315110709000000,0
workspaceModel.save.cache.to.file.ms,1787315086847000000,1787315110709000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1787315086847000000,1787315110709000000,0
NonBlockingReadAction.failedExecutionTimeUs,1787315086847000000,1787315110709000000,0
AWTEventQueue.dispatchTimeTotalNS,1787315086847000000,1787315110709000000,20039840070
NonBlockingReadAction.failedExecutionsCount,1787315086847000000,1787315110709000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1787315086847000000,1787315110709000000,303479
NonBlockingReadAction.finalizedExecutionsCount,1787315086847000000,1787315110709000000,15
