# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.maxCacheSizeInBytes,1787814827694000000,1787814887720000000,266485760
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1787814827694000000,1787814887720000000,325420
DirectByteBufferAllocator.hits,1787814827694000000,1787814887720000000,3
FilePageCache.disposedBuffers,1787814827694000000,1787814887720000000,3
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1787814827694000000,1787814887720000000,802590
StreamlinedBlobStorage.recordsAllocated,1787814827694000000,1787814887720000000,11136
FilePageCache.pageLoadsAboveSizeThreshold,1787814827694000000,1787814887720000000,0
FilePageCache.pageHits,1787814827694000000,1787814887720000000,14
FilePageCache.pageFastCacheHits,1787814827694000000,1787814887720000000,37109
FilePageCache.uncachedFileAccess,1787814827694000000,1787814887720000000,139
FilePageCache.totalPageDisposalsUs,1787814827694000000,1787814887720000000,2209
StorageLockContext.competingThreads.avg,1787814827694000000,1787814887720000000,0.008849557522123894
StorageLockContext.competingThreads.max,1787814827694000000,1787814887720000000,1
FilePageCache.totalPageLoadsUs,1787814827694000000,1787814887720000000,368379
StorageLockContext.competingThreads.90P,1787814827694000000,1787814887720000000,0
DirectByteBufferAllocator.misses,1787814827694000000,1787814887720000000,263
DirectByteBufferAllocator.disposed,1787814827694000000,1787814887720000000,0
FilePageCache.capacityInBytes,1787814827694000000,1787814887720000000,524288000
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1787814827694000000,1787814887720000000,0
FilePageCache.maxRegisteredFiles,1787814827694000000,1787814887720000000,617
StreamlinedBlobStorage.recordsDeleted,1787814827694000000,1787814887720000000,33
DirectByteBufferAllocator.reclaimed,1787814827694000000,1787814887720000000,3
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1787814827694000000,1787814887720000000,266485760
FilePageCache.pageLoads,1787814827694000000,1787814887720000000,266
StreamlinedBlobStorage.recordsRelocated,1787814827694000000,1787814887720000000,0
JVM.totalCpuTimeMs,1787814827694000000,1787814887720000000,99873
JVM.maxNativeBytes,1787814827694000000,1787814887720000000,-1
JVM.usedHeapBytes,1787814827694000000,1787814887720000000,266282736
OS.loadAverage,1787814827694000000,1787814887720000000,4.99169921875
JVM.threadCount,1787814827694000000,1787814887720000000,143
JVM.maxHeapBytes,1787814827694000000,1787814887720000000,2147483648
JVM.usedNativeBytes,1787814827694000000,1787814887720000000,363884352
JVM.GC.collectionTimesMs,1787814827694000000,1787814887720000000,242
JVM.GC.collections,1787814827694000000,1787814887720000000,49
workspaceModel.mutableEntityStorage.add.diff.ms,1787814827694000000,1787814887720000000,134
workspaceModel.mutableEntityStorage.entities.ms,1787814827694000000,1787814887720000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1787814827694000000,1787814887720000000,0
jps.module.iml.entities.serializer.save.entities.ms,1787814827694000000,1787814887720000000,0
jps.facet.change.listener.process.change.events.ms,1787814827694000000,1787814887720000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1787814827694000000,1787814887720000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1787814827694000000,1787814887720000000,0
jps.facet.change.listener.before.change.events.ms,1787814827694000000,1787814887720000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1787814827694000000,1787814887720000000,0
workspaceModel.sync.entities.ms,1787814827694000000,1787814887720000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1787814827694000000,1787814887720000000,0
jps.global.get.library.by.name.ms,1787814827694000000,1787814887720000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1787814827694000000,1787814887720000000,120
jps.global.handle.changed.events.ms,1787814827694000000,1787814887720000000,0
jps.app.storage.content.reader.load.component.ms,1787814827694000000,1787814887720000000,1
jps.global.get.libraries.ms,1787814827694000000,1787814887720000000,0
workspaceModel.save.cache.to.file.ms,1787814827694000000,1787814887720000000,584
workspaceModel.global.apply.state.to.project.builder.ms,1787814827694000000,1787814887720000000,6
jps.facet.change.listener.init.bridge.ms,1787814827694000000,1787814887720000000,1
jps.load.project.to.empty.storage.ms,1787814827694000000,1787814887720000000,1261
workspaceModel.global.apply.state.to.project.ms,1787814827694000000,1787814887720000000,44
workspaceModel.global.updates.count,1787814827694000000,1787814887720000000,0
jps.load.initial.state.ms,1787814827694000000,1787814887720000000,8
workspaceModel.mutableEntityStorage.resolve.ms,1787814827694000000,1787814887720000000,0
jps.project.serializers.load.ms,1787814827694000000,1787814887720000000,854
jps.project.serializers.save.ms,1787814827694000000,1787814887720000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1787814827694000000,1787814887720000000,2
jps.save.changed.project.entities.ms,1787814827694000000,1787814887720000000,0
jps.global.initialize.library.bridges.ms,1787814827694000000,1787814887720000000,0
workspaceModel.moduleBridge.update.option.ms,1787814827694000000,1787814887720000000,0
jps.library.entities.serializer.load.entities.ms,1787814827694000000,1787814887720000000,858
jps.artifact.entities.serializer.save.entities.ms,1787814827694000000,1787814887720000000,0
workspaceModel.orphan.listener.update.ms,1787814827694000000,1787814887720000000,3
jps.storage.jps.conf.reader.load.component.ms,1787814827694000000,1787814887720000000,1088
workspaceModel.mutableEntityStorage.modify.entity.ms,1787814827694000000,1787814887720000000,26
workspaceModel.mutableEntityStorage.to.snapshot.ms,1787814827694000000,1787814887720000000,5
jps.module.iml.entities.serializer.load.entities.ms,1787814827694000000,1787814887720000000,754
workspaceModel.moduleBridge.facet.initialization.ms,1787814827694000000,1787814887720000000,1
workspaceModel.moduleBridge.before.changed.ms,1787814827694000000,1787814887720000000,0
jps.global.initialize.library.bridges.after.loading.ms,1787814827694000000,1787814887720000000,0
jps.artifact.entities.serializer.load.entities.ms,1787814827694000000,1787814887720000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1787814827694000000,1787814887720000000,177
jps.global.handle.before.change.events.ms,1787814827694000000,1787814887720000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1787814827694000000,1787814887720000000,2
workspaceModel.load.cache.from.file.ms,1787814827694000000,1787814887720000000,226
workspaceModel.mutableEntityStorage.has.same.entities.ms,1787814827694000000,1787814887720000000,0
jps.reload.project.entities.ms,1787814827694000000,1787814887720000000,0
workspaceModel.global.updates.ms,1787814827694000000,1787814887720000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1787814827694000000,1787814887720000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1787814827694000000,1787814887720000000,0
