# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.entries.lookupDurationMaxMs,1787736745596000000,1787736805626000000,75.0
Indexes.allKeys.lookupDurationAvgMs,1787736745596000000,1787736805626000000,0.0
VFSFlusher.totalFlushingTimeUs,1787736745596000000,1787736805626000000,7890
Indexes.stubs.lookupDuration90PMs,1787736745596000000,1787736805626000000,11.0
IndexesFlusher.totalFlushes,1787736745596000000,1787736805626000000,217
Indexes.entries.lookupDurationAvgMs,1787736745596000000,1787736805626000000,5.269230769230769
VFSFlusher.totalContentionQuotaSpent,1787736745596000000,1787736805626000000,0
Indexes.allKeys.lookupDuration90PMs,1787736745596000000,1787736805626000000,0.0
VFSFlusher.totalFlushes,1787736745596000000,1787736805626000000,1
Indexes.stubs.lookupDurationAvgMs,1787736745596000000,1787736805626000000,3.6607142857142856
Indexes.entries.lookups,1787736745596000000,1787736805626000000,52.0
IndexesFlusher.totalFlushesRetried,1787736745596000000,1787736805626000000,0
Indexes.allKeys.lookupDurationMaxMs,1787736745596000000,1787736805626000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1787736745596000000,1787736805626000000,0
Indexes.stubs.lookupDurationMaxMs,1787736745596000000,1787736805626000000,25.0
Indexes.stubs.lookups,1787736745596000000,1787736805626000000,56.0
IndexesFlusher.totalFlushingTimeUs,1787736745596000000,1787736805626000000,3688753
Indexes.entries.lookupDuration90PMs,1787736745596000000,1787736805626000000,15.0
Indexes.allKeys.lookups,1787736745596000000,1787736805626000000,0.0
VFSFlusher.totalFlushesRetried,1787736745596000000,1787736805626000000,0
AWTEventQueue.dispatchTime90PNs,1787736745596000000,1787736805626000000,2932735
FlushQueue.executionTimeMaxNs,1787736745596000000,1787736805626000000,1887436799
FlushQueue.tasksExecuted,1787736745596000000,1787736805626000000,1719
NonBlockingReadAction.finalizedExecutionTimeUs,1787736745596000000,1787736805626000000,4702511
FlushQueue.queueSizeAvg,1787736745596000000,1787736805626000000,32.92961023851076
NonBlockingReadAction.finalizedExecutionsCount,1787736745596000000,1787736805626000000,52
AWTEventQueue.dispatchTimeMaxNs,1787736745596000000,1787736805626000000,1887436799
FlushQueue.waitingTimeMaxNs,1787736745596000000,1787736805626000000,4177526783
FlushQueue.waitingTime90PNs,1787736745596000000,1787736805626000000,2667577343
AWTEventQueue.dispatchTimeAvgNs,1787736745596000000,1787736805626000000,2772601.0863131937
FlushQueue.queueSizeMax,1787736745596000000,1787736805626000000,139
AWTEventQueue.eventsDispatched,1787736745596000000,1787736805626000000,12976
NonBlockingReadAction.failedExecutionsCount,1787736745596000000,1787736805626000000,0
FlushQueue.executionTimeAvgNs,1787736745596000000,1787736805626000000,6910370.097731239
FlushQueue.waitingTimeAvgNs,1787736745596000000,1787736805626000000,7.495715792158232E8
FlushQueue.executionTime90PNs,1787736745596000000,1787736805626000000,6946815
FlushQueue.queueSize90P,1787736745596000000,1787736805626000000,90
AWTEventQueue.dispatchTimeTotalNS,1787736745596000000,1787736805626000000,35995693801
NonBlockingReadAction.failedExecutionTimeUs,1787736745596000000,1787736805626000000,0
workspaceModel.to.snapshot.ms,1787736745596000000,1787736805626000000,3
workspaceModel.pre.handlers.ms,1787736745596000000,1787736805626000000,1
workspaceModel.update.unloaded.entities.ms,1787736745596000000,1787736805626000000,0
workspaceModel.initializing.ms,1787736745596000000,1787736805626000000,1
workspaceModel.updates.count,1787736745596000000,1787736805626000000,5
workspaceModel.init.bridges.ms,1787736745596000000,1787736805626000000,1
workspaceModel.check.recursive.update.ms,1787736745596000000,1787736805626000000,1
workspaceModel.collect.changes.ms,1787736745596000000,1787736805626000000,0
workspaceModel.loading.total.ms,1787736745596000000,1787736805626000000,476
workspaceModel.updates.ms,1787736745596000000,1787736805626000000,103
workspaceModel.replace.project.model.ms,1787736745596000000,1787736805626000000,0
workspaceModel.updates.precise.ms,1787736745596000000,1787736805626000000,43
workspaceModel.loading.from.cache.ms,1787736745596000000,1787736805626000000,461
FileNameCache.totalMisses,1787736745596000000,1787736805626000000,7618
FileNameCache.fastMisses,1787736745596000000,1787736805626000000,19458
FileNameCache.queries,1787736745596000000,1787736805626000000,330673
JVM.threadCount,1787736745596000000,1787736805626000000,137
JVM.usedHeapBytes,1787736745596000000,1787736805626000000,262537216
JVM.usedNativeBytes,1787736745596000000,1787736805626000000,353715600
JVM.maxHeapBytes,1787736745596000000,1787736805626000000,2147483648
JVM.maxNativeBytes,1787736745596000000,1787736805626000000,-1
JVM.totalCpuTimeMs,1787736745596000000,1787736805626000000,109850
JVM.GC.collectionTimesMs,1787736745596000000,1787736805626000000,345
JVM.GC.collections,1787736745596000000,1787736805626000000,32
OS.loadAverage,1787736745596000000,1787736805626000000,5.05224609375
workspaceModel.global.updates.count,1787736745596000000,1787736805626000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1787736745596000000,1787736805626000000,0
jps.storage.jps.conf.reader.load.component.ms,1787736745596000000,1787736805626000000,336
workspaceModel.delayed.project.synchronizer.sync.ms,1787736745596000000,1787736805626000000,1041
jps.global.get.libraries.ms,1787736745596000000,1787736805626000000,2
jps.global.get.library.by.name.ms,1787736745596000000,1787736805626000000,0
workspaceModel.global.apply.state.to.project.ms,1787736745596000000,1787736805626000000,54
jps.save.changed.project.entities.ms,1787736745596000000,1787736805626000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1787736745596000000,1787736805626000000,0
workspaceModel.sync.entities.ms,1787736745596000000,1787736805626000000,0
jps.load.project.to.empty.storage.ms,1787736745596000000,1787736805626000000,524
jps.library.entities.serializer.load.entities.ms,1787736745596000000,1787736805626000000,330
jps.global.handle.before.change.events.ms,1787736745596000000,1787736805626000000,0
jps.library.entities.serializer.save.entities.ms,1787736745596000000,1787736805626000000,0
jps.module.iml.entities.serializer.save.entities.ms,1787736745596000000,1787736805626000000,0
jps.project.serializers.load.ms,1787736745596000000,1787736805626000000,255
jps.facet.change.listener.process.change.events.ms,1787736745596000000,1787736805626000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1787736745596000000,1787736805626000000,4
workspaceModel.global.apply.state.to.project.builder.ms,1787736745596000000,1787736805626000000,2
workspaceModel.mutableEntityStorage.replace.by.source.ms,1787736745596000000,1787736805626000000,34
workspaceModel.moduleBridge.before.changed.ms,1787736745596000000,1787736805626000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1787736745596000000,1787736805626000000,0
jps.apply.loaded.storage.ms,1787736745596000000,1787736805626000000,509
jps.facet.change.listener.before.change.events.ms,1787736745596000000,1787736805626000000,0
jps.reload.project.entities.ms,1787736745596000000,1787736805626000000,0
jps.artifact.entities.serializer.load.entities.ms,1787736745596000000,1787736805626000000,0
jps.load.initial.state.ms,1787736745596000000,1787736805626000000,17
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1787736745596000000,1787736805626000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1787736745596000000,1787736805626000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1787736745596000000,1787736805626000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1787736745596000000,1787736805626000000,1089
workspaceModel.global.updates.ms,1787736745596000000,1787736805626000000,0
workspaceModel.load.cache.from.file.ms,1787736745596000000,1787736805626000000,442
workspaceModel.mutableEntityStorage.add.diff.ms,1787736745596000000,1787736805626000000,74
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1787736745596000000,1787736805626000000,0
jps.module.iml.entities.serializer.load.entities.ms,1787736745596000000,1787736805626000000,265
workspaceModel.moduleManagerBridge.load.all.modules.ms,1787736745596000000,1787736805626000000,153
workspaceModel.save.cache.to.file.ms,1787736745596000000,1787736805626000000,635
workspaceModel.mutableEntityStorage.put.entity.ms,1787736745596000000,1787736805626000000,74
jps.project.serializers.save.ms,1787736745596000000,1787736805626000000,0
jps.artifact.entities.serializer.save.entities.ms,1787736745596000000,1787736805626000000,0
jps.app.storage.content.reader.load.component.ms,1787736745596000000,1787736805626000000,1
workspaceModel.mutableEntityStorage.resolve.ms,1787736745596000000,1787736805626000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1787736745596000000,1787736805626000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1787736745596000000,1787736805626000000,2
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1787736745596000000,1787736805626000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1787736745596000000,1787736805626000000,0
jps.global.get.library.ms,1787736745596000000,1787736805626000000,0
jps.global.initialize.library.bridges.after.loading.ms,1787736745596000000,1787736805626000000,0
jps.facet.change.listener.init.bridge.ms,1787736745596000000,1787736805626000000,0
jps.global.handle.changed.events.ms,1787736745596000000,1787736805626000000,0
jps.save.global.entities.ms,1787736745596000000,1787736805626000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1787736745596000000,1787736805626000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1787736745596000000,1787736805626000000,202
jps.global.initialize.library.bridges.ms,1787736745596000000,1787736805626000000,0
workspaceModel.moduleBridge.update.option.ms,1787736745596000000,1787736805626000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1787736745596000000,1787736805626000000,22
workspaceModel.mutableEntityStorage.to.snapshot.ms,1787736745596000000,1787736805626000000,3
workspaceModel.mutableEntityStorage.remove.entity.ms,1787736745596000000,1787736805626000000,0
workspaceModel.mutableEntityStorage.entities.ms,1787736745596000000,1787736805626000000,1
workspaceModel.orphan.listener.update.ms,1787736745596000000,1787736805626000000,3
workspaceModel.moduleBridge.facet.initialization.ms,1787736745596000000,1787736805626000000,1
StreamlinedBlobStorage.recordsRelocated,1787736745596000000,1787736805626000000,0
