# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FileNameCache.fastMisses,1787299848295000000,1787299908318000000,16
FileNameCache.totalMisses,1787299848295000000,1787299908318000000,15
FileNameCache.queries,1787299848295000000,1787299908318000000,558
workspaceModel.mutableEntityStorage.modify.entity.ms,1787299848295000000,1787299908318000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1787299848295000000,1787299908318000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1787299848295000000,1787299908318000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1787299848295000000,1787299908318000000,0
workspaceModel.sync.entities.ms,1787299848295000000,1787299908318000000,0
jps.app.storage.content.reader.load.component.ms,1787299848295000000,1787299908318000000,1
workspaceModel.mutableEntityStorage.entities.ms,1787299848295000000,1787299908318000000,2
workspaceModel.global.apply.state.to.project.ms,1787299848295000000,1787299908318000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1787299848295000000,1787299908318000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1787299848295000000,1787299908318000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1787299848295000000,1787299908318000000,0
jps.global.handle.changed.events.ms,1787299848295000000,1787299908318000000,0
jps.global.get.library.ms,1787299848295000000,1787299908318000000,0
jps.app.storage.content.writer.save.component.ms,1787299848295000000,1787299908318000000,0
jps.global.handle.before.change.events.ms,1787299848295000000,1787299908318000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1787299848295000000,1787299908318000000,0
jps.library.entities.serializer.load.entities.ms,1787299848295000000,1787299908318000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1787299848295000000,1787299908318000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1787299848295000000,1787299908318000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1787299848295000000,1787299908318000000,0
workspaceModel.load.cache.from.file.ms,1787299848295000000,1787299908318000000,0
jps.global.initialize.library.bridges.ms,1787299848295000000,1787299908318000000,0
jps.global.initialize.library.bridges.after.loading.ms,1787299848295000000,1787299908318000000,0
jps.save.global.entities.ms,1787299848295000000,1787299908318000000,59
jps.library.entities.serializer.save.entities.ms,1787299848295000000,1787299908318000000,0
jps.global.get.libraries.ms,1787299848295000000,1787299908318000000,0
jps.global.get.library.by.name.ms,1787299848295000000,1787299908318000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1787299848295000000,1787299908318000000,0
workspaceModel.save.cache.to.file.ms,1787299848295000000,1787299908318000000,0
workspaceModel.global.updates.ms,1787299848295000000,1787299908318000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1787299848295000000,1787299908318000000,0
jps.load.initial.state.ms,1787299848295000000,1787299908318000000,15
workspaceModel.global.updates.count,1787299848295000000,1787299908318000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1787299848295000000,1787299908318000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1787299848295000000,1787299908318000000,0
FlushQueue.queueSize90P,1787299848295000000,1787299908318000000,16
