# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.entities.ms,1787298758762000000,1787298774494000000,1
workspaceModel.mutableEntityStorage.collect.changes.ms,1787298758762000000,1787298774494000000,0
jps.global.get.library.by.name.ms,1787298758762000000,1787298774494000000,0
jps.global.get.library.ms,1787298758762000000,1787298774494000000,0
jps.global.handle.changed.events.ms,1787298758762000000,1787298774494000000,0
jps.app.storage.content.reader.load.component.ms,1787298758762000000,1787298774494000000,1
jps.global.get.libraries.ms,1787298758762000000,1787298774494000000,1
workspaceModel.load.cache.from.file.ms,1787298758762000000,1787298774494000000,0
jps.load.initial.state.ms,1787298758762000000,1787298774494000000,11
jps.global.initialize.library.bridges.after.loading.ms,1787298758762000000,1787298774494000000,0
workspaceModel.sync.entities.ms,1787298758762000000,1787298774494000000,0
jps.save.global.entities.ms,1787298758762000000,1787298774494000000,48
jps.library.entities.serializer.save.entities.ms,1787298758762000000,1787298774494000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1787298758762000000,1787298774494000000,0
jps.library.entities.serializer.load.entities.ms,1787298758762000000,1787298774494000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1787298758762000000,1787298774494000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1787298758762000000,1787298774494000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1787298758762000000,1787298774494000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1787298758762000000,1787298774494000000,0
jps.app.storage.content.writer.save.component.ms,1787298758762000000,1787298774494000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1787298758762000000,1787298774494000000,0
workspaceModel.save.cache.to.file.ms,1787298758762000000,1787298774494000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1787298758762000000,1787298774494000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1787298758762000000,1787298774494000000,0
jps.global.initialize.library.bridges.ms,1787298758762000000,1787298774494000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1787298758762000000,1787298774494000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1787298758762000000,1787298774494000000,0
workspaceModel.global.updates.ms,1787298758762000000,1787298774494000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1787298758762000000,1787298774494000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1787298758762000000,1787298774494000000,0
workspaceModel.global.apply.state.to.project.ms,1787298758762000000,1787298774494000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1787298758762000000,1787298774494000000,0
jps.global.handle.before.change.events.ms,1787298758762000000,1787298774494000000,0
workspaceModel.global.updates.count,1787298758762000000,1787298774494000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1787298758762000000,1787298774494000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1787298758762000000,1787298774494000000,52461568
FilePageCache.pageLoads,1787298758762000000,1787298774494000000,231
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1787298758762000000,1787298774494000000,52461568
FilePageCache.maxCacheSizeInBytes,1787298758762000000,1787298774494000000,244350976
DirectByteBufferAllocator.reclaimed,1787298758762000000,1787298774494000000,48
FilePageCache.totalPageLoadsUs,1787298758762000000,1787298774494000000,509026
StorageLockContext.competingThreads.avg,1787298758762000000,1787298774494000000,0.0
DirectByteBufferAllocator.misses,1787298758762000000,1787298774494000000,228
FilePageCache.pageLoadsAboveSizeThreshold,1787298758762000000,1787298774494000000,0
FilePageCache.capacityInBytes,1787298758762000000,1787298774494000000,524288000
FilePageCache.disposedBuffers,1787298758762000000,1787298774494000000,231
StorageLockContext.competingThreads.max,1787298758762000000,1787298774494000000,0
FilePageCache.maxRegisteredFiles,1787298758762000000,1787298774494000000,614
DirectByteBufferAllocator.disposed,1787298758762000000,1787298774494000000,183
StorageLockContext.competingThreads.90P,1787298758762000000,1787298774494000000,0
FilePageCache.pageHits,1787298758762000000,1787298774494000000,0
FilePageCache.pageFastCacheHits,1787298758762000000,1787298774494000000,4564
FilePageCache.totalPageDisposalsUs,1787298758762000000,1787298774494000000,6933
FilePageCache.uncachedFileAccess,1787298758762000000,1787298774494000000,122
DirectByteBufferAllocator.hits,1787298758762000000,1787298774494000000,3
FileNameCache.totalMisses,1787298758762000000,1787298774494000000,14
FileNameCache.fastMisses,1787298758762000000,1787298774494000000,15
FileNameCache.queries,1787298758762000000,1787298774494000000,221
AWTEventQueue.dispatchTimeTotalNS,1787298758762000000,1787298774494000000,5241659582
